Dimensão,Título da dimensão,Aspectos (conhecimento explicito e estudo cientifico vinculado),Atributos vinculados,Artigo principal de justificativa,Motivo da justificativa principal,Categoria (nominal ou ordinal),Valor min,Valor max,Média,Desvio padrão,Moda,Frequência,Informações atributos
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00601 - Ontem o(a) Sr(a) comeu arroz, macarrão, polenta, cuscuz ou milho verde.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 18791 (91.62%) ; 2.0: 1718 (8.38%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 18791 (91.62%) ; 2.0: 1718 (8.38%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00602 - Batata comum, mandioca/aipim/macaxeira, cará ou inhame.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 11806 (57.56%) ; 1.0: 8703 (42.44%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 11806 (57.56%) ; 1.0: 8703 (42.44%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00603 - Feijão, ervilha, lentilha ou grão de bico.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 16484 (80.37%) ; 2.0: 4025 (19.63%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 16484 (80.37%) ; 2.0: 4025 (19.63%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00604 - Carne de boi, porco, frango, peixe",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 18981 (92.55%) ; 2.0: 1528 (7.45%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 18981 (92.55%) ; 2.0: 1528 (7.45%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00605 - Ovo (frito, cozido ou mexido ).",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 11734 (57.21%) ; 1.0: 8775 (42.79%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 11734 (57.21%) ; 1.0: 8775 (42.79%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00607 - Alface, couve, brócolis, agrião ou espinfre.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 10524 (51.31%) ; 1.0: 9985 (48.69%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 10524 (51.31%) ; 1.0: 9985 (48.69%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00608 - Abóbora, cenoura, batata doce ou quiabo/caruru.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 12558 (61.23%) ; 1.0: 7951 (38.77%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 12558 (61.23%) ; 1.0: 7951 (38.77%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00609 - Tomate, pepino, abobrinha, berinjela, chuchu ou beterraba.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 12615 (61.51%) ; 2.0: 7894 (38.49%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 12615 (61.51%) ; 2.0: 7894 (38.49%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00610 - Mamão, manga, melão amarelo ou pequi.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 13943 (67.98%) ; 1.0: 6566 (32.02%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 13943 (67.98%) ; 1.0: 6566 (32.02%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00611 - Laranja, banana, maçã, abacaxi.",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 12241 (59.69%) ; 2.0: 8268 (40.31%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 12241 (59.69%) ; 2.0: 8268 (40.31%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00613 - Amendoim, castanha de caju ou castanha do Brasil/Pará",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 17886 (87.21%) ; 1.0: 2623 (12.79%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 17886 (87.21%) ; 1.0: 2623 (12.79%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),P00617 - Salgadinho de pacote ou biscoito/bolacha salgado.,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 15918 (77.61%) ; 1.0: 4591 (22.39%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 15918 (77.61%) ; 1.0: 4591 (22.39%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),P00618 - Biscoito/bolacha doce ou recheado ou bolo de pacote.,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 16032 (78.17%) ; 1.0: 4477 (21.83%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 16032 (78.17%) ; 1.0: 4477 (21.83%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00619 - Sorvete, chocolate, gelatina, flan ou outra sobremesa industrializada.",Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 16946 (82.63%) ; 1.0: 3563 (17.37%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 16946 (82.63%) ; 1.0: 3563 (17.37%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00620 - Salsicha, linguiça, mortadela ou presunto.",Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 15173 (73.98%) ; 1.0: 5336 (26.02%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 15173 (73.98%) ; 1.0: 5336 (26.02%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00621 - Pão de forma, de cachorro-quente ou de hambúrguer.",Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 14242 (69.44%) ; 1.0: 6267 (30.56%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 14242 (69.44%) ; 1.0: 6267 (30.56%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00622 - Margarina, maionese, ketchup ou outros molhos industrializados.",Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 11192 (54.57%) ; 1.0: 9317 (45.43%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 11192 (54.57%) ; 1.0: 9317 (45.43%)
D1,Hábitos Alimentares,A1 - Recordatório 24h — consumo ontem | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00623 - Macarrão instantâneo, sopa de pacote, lasanha congelada ou outro prato congelado comprado pronto industrilizado.",Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 19309 (94.15%) ; 1.0: 1200 (5.85%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 19309 (94.15%) ; 1.0: 1200 (5.85%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),P006 - Em quantos dias da semana o(a) Sr(a) costuma comer feijão?,Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,5.1707,2.2425,7.0,7.0: 10500 (51.20%) ; 3.0: 2270 (11.07%) ; 5.0: 1913 (9.33%) ; 2.0: 1714 (8.36%) ; 4.0: 1215 (5.92%) ; 6.0: 1151 (5.61%) ; 1.0: 977 (4.76%) ; 0.0: 769 (3.75%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 5.1707 | Desvio padrão: 2.2425 | Moda: 7.0 | Frequência: 7.0: 10500 (51.20%) ; 3.0: 2270 (11.07%) ; 5.0: 1913 (9.33%) ; 2.0: 1714 (8.36%) ; 4.0: 1215 (5.92%) ; 6.0: 1151 (5.61%) ; 1.0: 977 (4.76%) ; 0.0: 769 (3.75%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P00901 - Em quantos dias da semana, o(a) Sr(a) costuma comer pelo menos um tipo de verdura ou legume (sem contar batata, mandioca, cará ou inhame) como alface, tomate, couve, cenoura, chuchu, berinjela, abobrinha?",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,4.5432,2.3628,7.0,7.0: 7883 (38.44%) ; 3.0: 3033 (14.79%) ; 2.0: 2492 (12.15%) ; 5.0: 2095 (10.22%) ; 4.0: 1606 (7.83%) ; 0.0: 1252 (6.10%) ; 1.0: 1175 (5.73%) ; 6.0: 973 (4.74%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 4.5432 | Desvio padrão: 2.3628 | Moda: 7.0 | Frequência: 7.0: 7883 (38.44%) ; 3.0: 3033 (14.79%) ; 2.0: 2492 (12.15%) ; 5.0: 2095 (10.22%) ; 4.0: 1606 (7.83%) ; 0.0: 1252 (6.10%) ; 1.0: 1175 (5.73%) ; 6.0: 973 (4.74%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P01001 - Em geral, o(a) Sr(a) costuma comer esse tipo de verdura ou legume:",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 6928 (63.26%) ; 2.0: 3838 (35.05%) ; 3.0: 185 (1.69%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 6928 (63.26%) ; 2.0: 3838 (35.05%) ; 3.0: 185 (1.69%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P01101 - Em quantos dias da semana o(a) Sr(a) costuma comer carne vermelha (boi, porco, cabrito, bode, ovelha etc.)?",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,3.4668,1.9826,3.0,3.0: 5051 (24.63%) ; 2.0: 3989 (19.45%) ; 7.0: 2850 (13.90%) ; 4.0: 2780 (13.56%) ; 5.0: 2129 (10.38%) ; 1.0: 1839 (8.97%) ; 0.0: 1135 (5.53%) ; 6.0: 736 (3.59%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 3.4668 | Desvio padrão: 1.9826 | Moda: 3.0 | Frequência: 3.0: 5051 (24.63%) ; 2.0: 3989 (19.45%) ; 7.0: 2850 (13.90%) ; 4.0: 2780 (13.56%) ; 5.0: 2129 (10.38%) ; 1.0: 1839 (8.97%) ; 0.0: 1135 (5.53%) ; 6.0: 736 (3.59%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),P013 - Em quantos dias da semana o(a) Sr(a) costuma comer frango/galinha?,Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,2.8841,1.6757,2.0,2.0: 5724 (27.91%) ; 3.0: 5478 (26.71%) ; 1.0: 2419 (11.79%) ; 4.0: 2405 (11.73%) ; 5.0: 1622 (7.91%) ; 0.0: 1194 (5.82%) ; 7.0: 1117 (5.45%) ; 6.0: 550 (2.68%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 2.8841 | Desvio padrão: 1.6757 | Moda: 2.0 | Frequência: 2.0: 5724 (27.91%) ; 3.0: 5478 (26.71%) ; 1.0: 2419 (11.79%) ; 4.0: 2405 (11.73%) ; 5.0: 1622 (7.91%) ; 0.0: 1194 (5.82%) ; 7.0: 1117 (5.45%) ; 6.0: 550 (2.68%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),P015 - Em quantos dias da semana o(a) Sr(a) costuma comer peixe?,Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,1.1184,1.4320,0.0,0.0: 8761 (42.72%) ; 1.0: 6151 (29.99%) ; 2.0: 2921 (14.24%) ; 3.0: 1360 (6.63%) ; 4.0: 484 (2.36%) ; 5.0: 377 (1.84%) ; 7.0: 314 (1.53%) ; 6.0: 141 (0.69%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 1.1184 | Desvio padrão: 1.4320 | Moda: 0.0 | Frequência: 0.0: 8761 (42.72%) ; 1.0: 6151 (29.99%) ; 2.0: 2921 (14.24%) ; 3.0: 1360 (6.63%) ; 4.0: 484 (2.36%) ; 5.0: 377 (1.84%) ; 7.0: 314 (1.53%) ; 6.0: 141 (0.69%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),P018 - Em quantos dias da semana o(a) Sr(a) costuma comer frutas?,Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,3.9578,2.4297,7.0,7.0: 5970 (29.11%) ; 3.0: 3359 (16.38%) ; 2.0: 3074 (14.99%) ; 0.0: 2091 (10.20%) ; 5.0: 2018 (9.84%) ; 4.0: 1776 (8.66%) ; 1.0: 1473 (7.18%) ; 6.0: 748 (3.65%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 3.9578 | Desvio padrão: 2.4297 | Moda: 7.0 | Frequência: 7.0: 5970 (29.11%) ; 3.0: 3359 (16.38%) ; 2.0: 3074 (14.99%) ; 0.0: 2091 (10.20%) ; 5.0: 2018 (9.84%) ; 4.0: 1776 (8.66%) ; 1.0: 1473 (7.18%) ; 6.0: 748 (3.65%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P019 - Em geral, quantas vezes por dia o(a) Sr(a) come frutas?",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,1,3,1.5575,0.6724,1.0,1.0: 4763 (54.52%) ; 2.0: 3076 (35.21%) ; 3.0: 897 (10.27%),Categoria: Ordinal | Min: 1 | Max: 3 | Média: 1.5575 | Desvio padrão: 0.6724 | Moda: 1.0 | Frequência: 1.0: 4763 (54.52%) ; 2.0: 3076 (35.21%) ; 3.0: 897 (10.27%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P02501 - Em quantos dias da semana o(a) Sr(a) costuma comer alimentos doces como biscoito/bolacha recheado, chocolate, gelatina, balas e outros?",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,1.5699,2.0125,0.0,0.0: 9291 (45.30%) ; 2.0: 3200 (15.60%) ; 1.0: 3059 (14.92%) ; 3.0: 2055 (10.02%) ; 7.0: 1287 (6.28%) ; 4.0: 746 (3.64%) ; 5.0: 646 (3.15%) ; 6.0: 225 (1.10%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 1.5699 | Desvio padrão: 2.0125 | Moda: 0.0 | Frequência: 0.0: 9291 (45.30%) ; 2.0: 3200 (15.60%) ; 1.0: 3059 (14.92%) ; 3.0: 2055 (10.02%) ; 7.0: 1287 (6.28%) ; 4.0: 746 (3.64%) ; 5.0: 646 (3.15%) ; 6.0: 225 (1.10%)
D1,Hábitos Alimentares,A2 - Frequência semanal de grupos alimentares | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association) ; Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),"P02602 - Em quantos dias da semana o(a) Sr(a) costuma substituir a refeição do almoço por lanches rápidos como sanduíches, salgados, pizza, cachorro quente, etc?",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,0,7,0.4102,1.0313,0.0,0.0: 16446 (80.19%) ; 1.0: 1757 (8.57%) ; 2.0: 1291 (6.29%) ; 3.0: 567 (2.76%) ; 4.0: 161 (0.79%) ; 7.0: 128 (0.62%) ; 5.0: 121 (0.59%) ; 6.0: 38 (0.19%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 0.4102 | Desvio padrão: 1.0313 | Moda: 0.0 | Frequência: 0.0: 16446 (80.19%) ; 1.0: 1757 (8.57%) ; 2.0: 1291 (6.29%) ; 3.0: 567 (2.76%) ; 4.0: 161 (0.79%) ; 7.0: 128 (0.62%) ; 5.0: 121 (0.59%) ; 6.0: 38 (0.19%)
D1,Hábitos Alimentares,A3 - Percepção da qualidade da dieta | Artigos: Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),"P02601 - Considerando a comida preparada na hora e os alimentos industrializados, o(a) Sr(a) acha que o seu consumo de sal é:",Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),Diretriz clínica que sustenta o impacto de padrões alimentares no controle glicêmico.,Ordinal,1,5,3.1404,0.6548,3.0,3.0: 13609 (66.36%) ; 4.0: 4291 (20.92%) ; 2.0: 1843 (8.99%) ; 5.0: 491 (2.39%) ; 1.0: 275 (1.34%),Categoria: Ordinal | Min: 1 | Max: 5 | Média: 3.1404 | Desvio padrão: 0.6548 | Moda: 3.0 | Frequência: 3.0: 13609 (66.36%) ; 4.0: 4291 (20.92%) ; 2.0: 1843 (8.99%) ; 5.0: 491 (2.39%) ; 1.0: 275 (1.34%)
