Dimensão,Título da dimensão,Aspectos (conhecimento explicito e estudo cientifico vinculado),Atributos vinculados,Artigo principal de justificativa,Motivo da justificativa principal,Categoria (nominal ou ordinal),Valor min,Valor max,Média,Desvio padrão,Moda,Frequência,Informações atributos
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Q00101 - Quando foi a última vez que o (a) Sr(a) teve sua pressão arterial medida?,Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.),Sustenta abordagem clínica integrada para multimorbidade e hipertensão associada ao diabetes.,Ordinal,1,5,1.7708,1.1863,1.0,1.0: 12520 (61.05%) ; 2.0: 3594 (17.52%) ; 3.0: 2346 (11.44%) ; 5.0: 1375 (6.70%) ; 4.0: 674 (3.29%),Categoria: Ordinal | Min: 1 | Max: 5 | Média: 1.7708 | Desvio padrão: 1.1863 | Moda: 1.0 | Frequência: 1.0: 12520 (61.05%) ; 2.0: 3594 (17.52%) ; 3.0: 2346 (11.44%) ; 5.0: 1375 (6.70%) ; 4.0: 674 (3.29%)
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"Q02901 - Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir a glicemia, isto é, o açúcar no sangue?",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,5,2.3574,1.4044,1.0,1.0: 7925 (38.64%) ; 2.0: 4436 (21.63%) ; 3.0: 3880 (18.92%) ; 5.0: 2838 (13.84%) ; 4.0: 1430 (6.97%),Categoria: Ordinal | Min: 1 | Max: 5 | Média: 2.3574 | Desvio padrão: 1.4044 | Moda: 1.0 | Frequência: 1.0: 7925 (38.64%) ; 2.0: 4436 (21.63%) ; 3.0: 3880 (18.92%) ; 5.0: 2838 (13.84%) ; 4.0: 1430 (6.97%)
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Q03001 - Algum médico já lhe deu o diagnóstico de diabetes?,Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.),Fundamenta a validade do diagnóstico autorreferido de diabetes como variável-alvo.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 19954 (97.29%) ; 1.0: 555 (2.71%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 19954 (97.29%) ; 1.0: 555 (2.71%)
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Q031 - Que idade o(a) Sr(a) tinha no primeiro diagnóstico do diabetes?,Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.),Sustenta abordagem clínica integrada para multimorbidade e hipertensão associada ao diabetes.,Ordinal,0,60,41.4502,10.9114,50.0,50.0: 30 (5.98%) ; 52.0: 26 (5.18%) ; 40.0: 26 (5.18%) ; 45.0: 21 (4.18%) ; 35.0: 21 (4.18%) ; 38.0: 20 (3.98%) ; 30.0: 20 (3.98%) ; 43.0: 19 (3.78%) ; 53.0: 18 (3.59%) ; 48.0: 16 (3.19%) ; ... +41 categorias,Categoria: Ordinal | Min: 0 | Max: 60 | Média: 41.4502 | Desvio padrão: 10.9114 | Moda: 50.0 | Frequência: 50.0: 30 (5.98%) ; 52.0: 26 (5.18%) ; 40.0: 26 (5.18%) ; 45.0: 21 (4.18%) ; 35.0: 21 (4.18%) ; 38.0: 20 (3.98%) ; 30.0: 20 (3.98%) ; 43.0: 19 (3.78%) ; 53.0: 18 (3.59%) ; 48.0: 16 (3.19%) ; ... +41 categorias
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Q03201 - O(A) Sr(a) vai ao médico/serviço de saúde regularmente para acompanhamento do diabetes?,Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,3,1.5080,0.6619,1.0,1.0: 294 (58.57%) ; 2.0: 161 (32.07%) ; 3.0: 47 (9.36%),Categoria: Ordinal | Min: 1 | Max: 3 | Média: 1.5080 | Desvio padrão: 0.6619 | Moda: 1.0 | Frequência: 1.0: 294 (58.57%) ; 2.0: 161 (32.07%) ; 3.0: 47 (9.36%)
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"I00102 - tem algum plano de saúde médico particular, de empresa ou órgão público?",Socioeconomic inequalities related to noncommunicable diseases and their limitations (Malta et al.),Mostra a influência das desigualdades socioeconômicas no perfil de doença crônica e acesso em saúde.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 15748 (76.79%) ; 1.0: 4761 (23.21%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 15748 (76.79%) ; 1.0: 4761 (23.21%)
D6,Saúde e Comportamentos de Risco,F1 - Diagnósticos e acompanhamento clínico | Artigos: Desigualdades sociodemográficas na ocorrência de multi-morbidade no Brasil (Nunes et al.) ; Validade do diabetes autorreferido e a relação com a hemoglobina glicada na população brasileira (Malta et al.) ; Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),J012 - Quantas vezes ___ consultou um médico nos últimos 12 meses,Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,110,2.7675,2.8532,1.0,1.0: 5438 (37.59%) ; 2.0: 3749 (25.91%) ; 3.0: 2100 (14.52%) ; 4.0: 1042 (7.20%) ; 5.0: 764 (5.28%) ; 6.0: 433 (2.99%) ; 10.0: 346 (2.39%) ; 8.0: 165 (1.14%) ; 12.0: 120 (0.83%) ; 7.0: 119 (0.82%) ; ... +16 categorias,Categoria: Ordinal | Min: 1 | Max: 110 | Média: 2.7675 | Desvio padrão: 2.8532 | Moda: 1.0 | Frequência: 1.0: 5438 (37.59%) ; 2.0: 3749 (25.91%) ; 3.0: 2100 (14.52%) ; 4.0: 1042 (7.20%) ; 5.0: 764 (5.28%) ; 6.0: 433 (2.99%) ; 10.0: 346 (2.39%) ; 8.0: 165 (1.14%) ; 12.0: 120 (0.83%) ; 7.0: 119 (0.82%) ; ... +16 categorias
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N010 - Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas no sono, como dificuldade para adormecer, acordar frequentemente à noite ou dormir mais do que de costume?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 15854 (77.30%) ; 2.0: 2808 (13.69%) ; 4.0: 1138 (5.55%) ; 3.0: 709 (3.46%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 15854 (77.30%) ; 2.0: 2808 (13.69%) ; 4.0: 1138 (5.55%) ; 3.0: 709 (3.46%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N011 - Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas por não se sentir descansado(a) e disposto(a) durante o dia, sentindo-se cansado(a), sem ter energia?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.3799,0.7397,1.0,1.0: 15093 (73.59%) ; 2.0: 3859 (18.82%) ; 4.0: 819 (3.99%) ; 3.0: 738 (3.60%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.3799 | Desvio padrão: 0.7397 | Moda: 1.0 | Frequência: 1.0: 15093 (73.59%) ; 2.0: 3859 (18.82%) ; 4.0: 819 (3.99%) ; 3.0: 738 (3.60%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N012 - Nas duas últimas semanas, com que frequência o(a) Sr(a) teve pouco interesse ou não senitiu prazer em fazer as coisas?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.2459,0.5876,1.0,1.0: 16714 (81.50%) ; 2.0: 2936 (14.32%) ; 3.0: 469 (2.29%) ; 4.0: 390 (1.90%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.2459 | Desvio padrão: 0.5876 | Moda: 1.0 | Frequência: 1.0: 16714 (81.50%) ; 2.0: 2936 (14.32%) ; 3.0: 469 (2.29%) ; 4.0: 390 (1.90%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N013 - Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas para se concentrar nas suas atividades habituais?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.1678,0.4964,1.0,1.0: 17916 (87.36%) ; 2.0: 1992 (9.71%) ; 3.0: 354 (1.73%) ; 4.0: 247 (1.20%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.1678 | Desvio padrão: 0.4964 | Moda: 1.0 | Frequência: 1.0: 17916 (87.36%) ; 2.0: 1992 (9.71%) ; 3.0: 354 (1.73%) ; 4.0: 247 (1.20%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N014 - Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas na alimentação, como ter falta de apetite ou comer muito mais do que de costume?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.1870,0.5610,1.0,1.0: 17933 (87.44%) ; 2.0: 1726 (8.42%) ; 3.0: 441 (2.15%) ; 4.0: 409 (1.99%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.1870 | Desvio padrão: 0.5610 | Moda: 1.0 | Frequência: 1.0: 17933 (87.44%) ; 2.0: 1726 (8.42%) ; 3.0: 441 (2.15%) ; 4.0: 409 (1.99%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N015 - Nas duas últimas semanas, com que frequência o(a) Sr(a) teve lentidão para se movimentar ou falar, ou ao contrário ficou muito agitado(a) ou inquieto(a)?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.1389,0.4757,1.0,1.0: 18511 (90.26%) ; 2.0: 1390 (6.78%) ; 3.0: 365 (1.78%) ; 4.0: 243 (1.18%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.1389 | Desvio padrão: 0.4757 | Moda: 1.0 | Frequência: 1.0: 18511 (90.26%) ; 2.0: 1390 (6.78%) ; 3.0: 365 (1.78%) ; 4.0: 243 (1.18%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N016 - Nas duas últimas semanas, com que frequência o(a) Sr(a) se sentiu deprimido(a), “pra baixo” ou sem perspectiva?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.2276,0.5710,1.0,1.0: 17029 (83.03%) ; 2.0: 2644 (12.89%) ; 3.0: 484 (2.36%) ; 4.0: 352 (1.72%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.2276 | Desvio padrão: 0.5710 | Moda: 1.0 | Frequência: 1.0: 17029 (83.03%) ; 2.0: 2644 (12.89%) ; 3.0: 484 (2.36%) ; 4.0: 352 (1.72%)
D6,Saúde e Comportamentos de Risco,F2 - Saúde mental | Artigos: Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),"N017 - Nas duas últimas semanas, com que frequência o(a) Sr(a) se sentiu mal consigo mesmo, se achando um fracasso ou achando que decepcionou sua família?",Depressão no Brasil: resultados da Pesquisa Nacional de Saúde (Lopes et al.),Relaciona sintomas depressivos e sono com condições crônicas de saúde.,Ordinal,1,4,1.1313,0.4557,1.0,1.0: 18550 (90.45%) ; 2.0: 1451 (7.07%) ; 3.0: 282 (1.38%) ; 4.0: 226 (1.10%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 1.1313 | Desvio padrão: 0.4557 | Moda: 1.0 | Frequência: 1.0: 18550 (90.45%) ; 2.0: 1451 (7.07%) ; 3.0: 282 (1.38%) ; 4.0: 226 (1.10%)
D6,Saúde e Comportamentos de Risco,F3 - Tabagismo | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"P050 - Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,3,2.7739,0.6238,3.0,3.0: 18067 (88.09%) ; 1.0: 2196 (10.71%) ; 2.0: 246 (1.20%),Categoria: Ordinal | Min: 1 | Max: 3 | Média: 2.7739 | Desvio padrão: 0.6238 | Moda: 3.0 | Frequência: 3.0: 18067 (88.09%) ; 1.0: 2196 (10.71%) ; 2.0: 246 (1.20%)
D6,Saúde e Comportamentos de Risco,F3 - Tabagismo | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"P051 - E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente?",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 135 (54.88%) ; 1.0: 111 (45.12%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 135 (54.88%) ; 1.0: 111 (45.12%)
D6,Saúde e Comportamentos de Risco,F3 - Tabagismo | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"P05401 - Em média, quanto fuma por dia ou por semana Cigarros industrializados",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,5,2.0258,1.6378,1.0,1.0: 1640 (67.16%) ; 5.0: 525 (21.50%) ; 2.0: 177 (7.25%) ; 3.0: 72 (2.95%) ; 4.0: 28 (1.15%),Categoria: Ordinal | Min: 1 | Max: 5 | Média: 2.0258 | Desvio padrão: 1.6378 | Moda: 1.0 | Frequência: 1.0: 1640 (67.16%) ; 5.0: 525 (21.50%) ; 2.0: 177 (7.25%) ; 3.0: 72 (2.95%) ; 4.0: 28 (1.15%)
D6,Saúde e Comportamentos de Risco,F3 - Tabagismo | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"P060 - Durante os últimos doze meses, o(a) Sr(a) tentou parar de fumar?",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 1494 (61.18%) ; 1.0: 948 (38.82%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 1494 (61.18%) ; 1.0: 948 (38.82%)
